LOAD_TIMESTAMP,LOAD_COMMENT,PARENT_FN,SOURCE_COMMENT,FN,FN_MD5SUM,LOG_ID,ROBJ_NAME,RDATA_FN,RDATA_FN_MD5SUM,LOG_TIMESTAMP,LOG_COMMENT,WRITE_TIMESTAMP,WRITE_COMMENT,WRITE_FULL_FN,WRITE_FULL_FN_MD5SUM,TO_DB_TIMESTAMP,TO_DB_COMMENT,TO_DB_NAME,TO_DB_SCHEMA,TO_DB_TABLE,FROM_DB_TIMESTAMP,FROM_DB_COMMENT,FROM_DB_NAME,FROM_DB_SCHEMA,FROM_DB_TABLE
,,,,,,00,,,,,,,,,,,,,,,,,,,
